atc,atc_name,rxnorm_concept_id,rxnorm_concept name,atc_concept_id,rxnorm_code
H01AC03,MECASERMIN,1502877,mecasermin,21602692,274403
H01AC04,SERMORELIN,19077457,Sermorelin,21602693,56188
H01AC05,MECASERMIN RINFABATE,1586449,mecasermin rinfabate,21602694,616877
H01AX01,PEGVISOMANT,1503432,pegvisomant,21602696,278739
H01BA01,VASOPRESSIN,1507835,Vasopressin (USP),21602699,11149
H01BA02,DESMOPRESSIN,1517070,desmopressin,21602700,3251
H01BA03,LYPRESSIN,19092373,lypressin,21602701,6531
H01BB02,OXYTOCIN,1326115,Oxytocin,21602707,7824
H01CA,GONADOTROPIN-RELEASING HORMONES,1351541,Leuprolide,21602710,42375
H01CA01,GONADORELIN,19089810,Gonadorelin,21602711,6384
H01CA03,HISTRELIN,1366773,histrelin,21602713,50975
H01CB02,OCTREOTIDE,1522957,Octreotide,21602716,7617
H02AA02,FLUDROCORTISONE,1555120,Fludrocortisone,21602726,4452
H02AA03,DESOXYCORTONE,19017895,Deoxycorticosterone,21602727,3256
H02AB01,BETAMETHASONE,920458,Betamethasone,21602729,1514
H02AB02,DEXAMETHASONE,1518254,Dexamethasone,21602730,3264
H02AB04,METHYLPREDNISOLONE,1506270,Methylprednisolone,21602732,6902
H02AB05,PARAMETHASONE,19027186,Paramethasone,21602733,7910
H02AB06,PREDNISOLONE,1550557,prednisolone,21602734,8638
H02AB07,PREDNISONE,1551099,Prednisone,21602735,8640
H02AB08,TRIAMCINOLONE,903963,Triamcinolone,21602736,10759
H02AB09,HYDROCORTISONE,975125,Hydrocortisone,21602737,5492
H02AB10,CORTISONE,1507705,Cortisone,21602738,2878
H02AB15,MEPREDNISONE,19009116,meprednisone,21602743,29523
H02CA01,TRILOSTANE,19042801,trilostane,21602750,38668
H03AA01,LEVOTHYROXINE SODIUM,1501700,Thyroxine,21602754,10582
H03AA02,LIOTHYRONINE SODIUM,1505346,Triiodothyronine,21602755,10814
H03AA03,COMBINATIONS OF LEVOTHYROXINE AND LIOTHYRONINE,1501700,Thyroxine,21602756,10582
H03AA03,COMBINATIONS OF LEVOTHYROXINE AND LIOTHYRONINE,1505346,Triiodothyronine,21602756,10814
H03AA05,THYROID GLAND PREPARATIONS,1501309,Desiccated Thyroid Extract,21602758,10572
H03AA05,THYROID GLAND PREPARATIONS,1590418,THYROID (PORK),21602758,235479
H03AA05,THYROID GLAND PREPARATIONS,1590479,THYROID STRONG,21602758,235480
H03AA05,THYROID GLAND PREPARATIONS,19000732,Thyroglobulin,21602758,10565
H03AA05,THYROID GLAND PREPARATIONS,19017575,THYROID (BEEF),21602758,325521
H03AA05,THYROID GLAND PREPARATIONS,19032857,Thyroid preparation,21602758,80697
H03BA02,PROPYLTHIOURACIL,1554072,Propylthiouracil,21602762,8794
H03BB02,THIAMAZOLE,1504620,Methimazole,21602766,6835
H03CA,IODINE THERAPY,1103137,iodinated glycerol,21602774,27723
H03CA,IODINE THERAPY,1780601,Iodine,21602774,5933
H03CA,IODINE THERAPY,19049909,Potassium Iodide,21602774,8597
H03CA,IODINE THERAPY,19069873,Sodium Iodide,21602774,9884
H04AA01,GLUCAGON,1560278,Glucagon,21602778,4832
H05AA02,TERIPARATIDE,1521987,Teriparatide,21602783,32915
H05BA01,CALCITONIN (SALMON SYNTHETIC),1537655,salmon calcitonin,21602787,36118
H05BX01,CINACALCET,1548111,cinacalcet,21602792,407990
H05BX02,PARICALCITOL,1517740,paricalcitol,21602793,73710
H05BX03,DOXERCALCIFEROL,1512446,Doxercalciferol,21602794,11516
J01AA01,DEMECLOCYCLINE,1714527,Demeclocycline,21602799,3154
J01AA02,DOXYCYCLINE,964407,Salicylic Acid,21602800,9525
J01AA02,DOXYCYCLINE,1738521,Doxycycline,21602800,3640
J01AA05,METACYCLINE,19003644,Methacycline,21602803,6812
J01AA06,OXYTETRACYCLINE,925952,Oxytetracycline,21602804,7821
J01AA07,TETRACYCLINE,937791,bismuth subsalicylate,21602805,19478
J01AA07,TETRACYCLINE,1707164,Metronidazole,21602805,6922
J01AA07,TETRACYCLINE,1836948,Tetracycline,21602805,10395
J01AA08,MINOCYCLINE,1708880,Minocycline,21602806,6980
J01AA12,TIGECYCLINE,1742432,tigecycline,21602810,384455
J01AA56,"OXYTETRACYCLINE, COMBINATIONS",925952,Oxytetracycline,21602812,7821
J01AA56,"OXYTETRACYCLINE, COMBINATIONS",989878,Lidocaine,21602812,6387
J01BA01,CHLORAMPHENICOL,990069,Chloramphenicol,21602815,2348
J01CA01,AMPICILLIN,1717327,Ampicillin,21602820,733
J01CA03,CARBENICILLIN,1740546,Carbenicillin,21602822,2015
J01CA04,AMOXICILLIN,929887,lansoprazole,21602823,17128
J01CA04,AMOXICILLIN,1713332,Amoxicillin,21602823,723
J01CA04,AMOXICILLIN,1750500,Clarithromycin,21602823,21212
J01CA05,CARINDACILLIN,1740546,Carbenicillin,21602824,2015
J01CA06,BACAMPICILLIN,1734205,bacampicillin,21602825,18687
J01CA09,AZLOCILLIN,19015123,Azlocillin,21602828,1266
J01CA10,MEZLOCILLIN,19007701,Mezlocillin,21602829,6927
J01CA12,PIPERACILLIN,1746114,Piperacillin,21602831,8339
J01CA13,TICARCILLIN,1702364,Ticarcillin,21602832,10591
J01CA18,HETACILLIN,19069006,hetacillin,21602837,26797
J01CE01,BENZYLPENICILLIN,1728416,Penicillin G,21602841,7980
J01CE02,PHENOXYMETHYLPENICILLIN,1729720,Penicillin V,21602842,7984
J01CE08,BENZATHINE BENZYLPENICILLIN,1728416,Penicillin G,21602848,7980
J01CE09,PROCAINE BENZYLPENICILLIN,1728416,Penicillin G,21602849,7980
J01CF,BETA-LACTAMASE RESISTANT PENICILLINS,1713930,Nafcillin,21602852,7233
J01CF01,DICLOXACILLIN,1724666,Dicloxacillin,21602853,3356
J01CF02,CLOXACILLIN,1800835,Cloxacillin,21602854,2625
J01CF03,METHICILLIN,19001323,Methicillin Sodium,21602855,267073
J01CF04,OXACILLIN,1724703,Oxacillin,21602856,7773
J01CR01,AMPICILLIN AND ENZYME INHIBITOR,1717327,Ampicillin,21602862,733
J01CR01,AMPICILLIN AND ENZYME INHIBITOR,1836241,Sulbactam,21602862,10167
J01CR02,AMOXICILLIN AND ENZYME INHIBITOR,1713332,Amoxicillin,21602863,723
J01CR02,AMOXICILLIN AND ENZYME INHIBITOR,1759842,Clavulanate,21602863,48203
J01CR03,TICARCILLIN AND ENZYME INHIBITOR,1702364,Ticarcillin,21602864,10591
J01CR03,TICARCILLIN AND ENZYME INHIBITOR,1759842,Clavulanate,21602864,48203
J01CR05,PIPERACILLIN AND ENZYME INHIBITOR,1741122,tazobactam,21602866,37617
J01CR05,PIPERACILLIN AND ENZYME INHIBITOR,1746114,Piperacillin,21602866,8339
J01CR50,COMBINATIONS OF PENICILLINS,1728416,Penicillin G,21602867,7980
J01DB01,CEFALEXIN,1786621,Cephalexin,21602870,2231
J01DB03,CEFALOTIN,19086759,Cephalothin,21602872,2236
J01DB04,CEFAZOLIN,1771162,Cefazolin,21602873,2180
J01DB05,CEFADROXIL,1769535,Cefadroxil,21602874,2177
J01DB08,CEFAPIRIN,19086790,Cephapirin,21602877,2238
J01DB09,CEFRADINE,1786842,Cephradine,21602878,2239
J01DC01,CEFOXITIN,1775741,Cefoxitin,21602883,2189
J01DC02,CEFUROXIME,1778162,Cefuroxime,21602884,2194
J01DC03,CEFAMANDOLE,19070174,Cefamandole,21602885,2178
J01DC04,CEFACLOR,1768849,Cefaclor,21602886,2176
J01DC05,CEFOTETAN,1774932,Cefotetan,21602887,2187
J01DC06,CEFONICIDE,19072857,Cefonicid,21602888,2183
J01DC08,LORACARBEF,1708100,loracarbef,21602890,28981
J01DC09,CEFMETAZOLE,19072255,Cefmetazole,21602891,2182
J01DC10,CEFPROZIL,1738366,cefprozil,21602892,19552
J01DD01,CEFOTAXIME,1774470,Cefotaxime,21602895,2186
J01DD02,CEFTAZIDIME,1776684,Ceftazidime,21602896,2191
J01DD04,CEFTRIAXONE,1777806,Ceftriaxone,21602898,2193
J01DD07,CEFTIZOXIME,1777254,Ceftizoxime,21602901,2192
J01DD08,CEFIXIME,1796435,Cefixime,21602902,25033
J01DD12,CEFOPERAZONE,1773402,Cefoperazone,21602906,2184
J01DD13,CEFPODOXIME,1749008,cefpodoxime,21602907,20489
J01DD14,CEFTIBUTEN,1749083,ceftibuten,21602908,20492
J01DD15,CEFDINIR,1796458,cefdinir,21602909,25037
J01DD16,CEFDITOREN,1747005,cefditoren,21602910,83682
J01DE01,CEFEPIME,1748975,cefepime,21602915,20481
J01DF01,AZTREONAM,1715117,Aztreonam,21602919,1272
J01DH02,MEROPENEM,1709170,meropenem,21602921,29561
J01DH03,ERTAPENEM,1717963,ertapenem,21602922,325642
J01DH04,DORIPENEM,1713905,doripenem,21602923,119771
J01DH51,IMIPENEM AND ENZYME INHIBITOR,1778262,Imipenem,21602925,5690
J01DH51,IMIPENEM AND ENZYME INHIBITOR,1797258,Cilastatin,21602925,2540
J01EA01,TRIMETHOPRIM,1705674,Trimethoprim,21602931,10829
J01EB,SHORT-ACTING SULFONAMIDES,19026707,sulfacytine,21602934,78902
J01EB02,SULFAMETHIZOLE,1036425,Sulfamethizole,21602936,10179
J01EB04,SULFAPYRIDINE,19136493,Sulfapyridine,21602938,10188
J01EB05,SULFAFURAZOLE,933724,Phenazopyridine,21602939,8120
J01EB05,SULFAFURAZOLE,1836503,Sulfisoxazole,21602939,10207
J01EB06,SULFANILAMIDE,1036475,Sulfanilamide,21602940,10184
J01EC01,SULFAMETHOXAZOLE,933724,Phenazopyridine,21602945,8120
J01EC01,SULFAMETHOXAZOLE,1836430,Sulfamethoxazole,21602945,10180
J01EC02,SULFADIAZINE,1836391,Sulfadiazine,21602946,10171
J01EE01,SULFAMETHOXAZOLE AND TRIMETHOPRIM,1705674,Trimethoprim,21602961,10829
J01EE01,SULFAMETHOXAZOLE AND TRIMETHOPRIM,1836430,Sulfamethoxazole,21602961,10180
J01FA01,ERYTHROMYCIN,1746940,Erythromycin,21602970,4053
J01FA08,TROLEANDOMYCIN,19006043,Troleandomycin,21602976,10864
J01FA09,CLARITHROMYCIN,929887,lansoprazole,21602977,17128
J01FA09,CLARITHROMYCIN,1713332,Amoxicillin,21602977,723
J01FA09,CLARITHROMYCIN,1750500,Clarithromycin,21602977,21212
J01FA10,AZITHROMYCIN,1712549,trovafloxacin,21602978,115552
J01FA10,AZITHROMYCIN,1734104,Azithromycin,21602978,18631
J01FA13,DIRITHROMYCIN,1790024,dirithromycin,21602981,23437
J01FA15,TELIITHROMYCIN,1702911,telithromycin,21602983,274786
J01FF01,CLINDAMYCIN,997881,Clindamycin,21602985,2582
J01FF02,LINCOMYCIN,1790692,Lincomycin,21602986,6398
J01FG02,QUINUPRISTIN/DALFOPRISTIN,1789515,quinupristin,21602989,229367
J01FG02,QUINUPRISTIN/DALFOPRISTIN,1789517,dalfopristin,21602989,229369
J01GA01,STREPTOMYCIN,1836191,Streptomycin,21602992,10109
J01GB01,TOBRAMYCIN,902722,Tobramycin,21602995,10627
J01GB03,GENTAMICIN,919345,Gentamicin Sulfate (USP),21602996,142438
J01GB04,KANAMYCIN,1784749,Kanamycin,21602997,6099
J01GB05,NEOMYCIN,915981,Neomycin,21602998,7299
J01GB06,AMIKACIN,1790868,Amikacin,21602999,641
J01GB07,NETILMICIN,19017585,Netilmicin,21603000,7337
J01MA,FLUOROQUINOLONES,19018154,alatrofloxacin,21603007,141440
J01MA01,OFLOXACIN,923081,Ofloxacin,21603008,7623
J01MA02,CIPROFLOXACIN,1797513,Ciprofloxacin,21603009,2551
J01MA04,ENOXACIN,1743222,Enoxacin,21603011,3925
J01MA05,TEMAFLOXACIN,19041153,temafloxacin,21603012,37771
J01MA06,NORFLOXACIN,1721543,Norfloxacin,21603013,7517
J01MA07,LOMEFLOXACIN,1707800,lomefloxacin,21603014,28872
J01MA09,SPARFLOXACIN,1733765,sparfloxacin,21603016,18469
J01MA11,GREPAFLOXACIN,1747032,grepafloxacin,21603018,83719
J01MA12,LEVOFLOXACIN,1742253,Levofloxacin,21603019,82122
J01MA13,TROVAFLOXACIN,1712549,trovafloxacin,21603020,115552
J01MA13,TROVAFLOXACIN,1734104,Azithromycin,21603020,18631
J01MA14,MOXIFLOXACIN,1716903,moxifloxacin,21603021,139462
J01MA15,GEMIFLOXACIN,1716721,gemifloxacin,21603022,138099
J01MA16,GATIFLOXACIN,1789276,gatifloxacin,21603023,228476
J01MB06,CINOXACIN,997496,Cinoxacin,21603033,2550
J01RA02,"SULFONAMIDES,COMBOS W-OTHER ANTIBACT (EXCL TMP)",1746940,Erythromycin,21603038,4053
J01RA02,"SULFONAMIDES,COMBOS W-OTHER ANTIBACT (EXCL TMP)",1836503,Sulfisoxazole,21603038,10207
J01XA01,VANCOMYCIN,1707687,Vancomycin,21603043,11124
J01XB01,COLISTIN,1701677,colistimethate,21603049,2708
J01XB02,POLYMYXIN B,948582,Polymyxin B,21603050,8536
J01XD01,METRONIDAZOLE,1707164,Metronidazole,21603054,6922
J01XE01,NITROFURANTOIN,920293,Nitrofurantoin,21603058,7454
J01XX,OTHER ANTIBACTERIALS,915175,Bacitracin,21603060,1291
J01XX04,SPECTINOMYCIN,1701651,Spectinomycin,21603064,270
J01XX05,METHENAMINE,904356,Methenamine,21603065,6832
J01XX05,METHENAMINE,939871,sodium phosphate,21603065,36709
J01XX05,METHENAMINE,986389,"SODIUM PHOSPHATE,MONOBASIC,MONOHYDRATE",21603065,221125
J01XX05,METHENAMINE,990499,"Sodium Phosphate, Monobasic",21603065,235496
J01XX08,LINEZOLID,1736887,linezolid,21603068,190376
J01XX09,DAPTOMYCIN,1786617,Daptomycin,21603069,22299
J02AA01,AMPHOTERICIN B,1717240,Amphotericin B,21603074,732
J02AB01,MICONAZOLE,907879,Miconazole,21603077,6932
J02AB02,KETOCONAZOLE,985708,Ketoconazole,21603078,6135
J02AC01,FLUCONAZOLE,1754994,Fluconazole,21603080,4450
J02AC02,ITRACONAZOLE,1703653,Itraconazole,21603081,28031
J02AC03,VORICONAZOLE,1714277,voriconazole,21603082,121243
J02AC04,POSACONAZOLE,1704139,posaconazole,21603083,282446
J02AX01,FLUCYTOSINE,1755112,Flucytosine,21603085,4451
J02AX04,CASPOFUNGIN,1718054,Caspofungin,21603086,140108
J02AX05,MICAFUNGIN,19018013,micafungin,21603087,325887
J02AX06,ANIDULAFUNGIN,19026450,anidulafungin,21603088,341018
J04AA01,AMINOSALICYLIC ACID,1726228,aminosalicylic acid,21603092,7833
J04AA02,SODIUM AMINOSALICYLATE,1726228,aminosalicylic acid,21603093,7833
J04AA02,SODIUM AMINOSALICYLATE,19010337,AMINOSALICYLATE,21603093,113374
J04AB01,CYCLOSERINE,1710446,Cycloserine,21603096,3007
J04AB02,RIFAMPICIN,1763204,Rifampin,21603097,9384
J04AB04,RIFABUTIN,1777417,Rifabutin,21603099,55672
J04AB05,RIFAPENTINE,19035953,rifapentine,21603100,35617
J04AB30,CAPREOMYCIN,19026710,Capreomycin,21603101,78903
J04AC01,ISONIAZID,1782521,isoniazid,21603103,6038
J04AC51,"ISONIAZID, COMBINATIONS",1353228,Vitamin B6,21603104,42954
J04AC51,"ISONIAZID, COMBINATIONS",1782521,isoniazid,21603104,6038
J04AC51,"ISONIAZID, COMBINATIONS",19005046,pyridoxine,21603104,684879
J04AD03,ETHIONAMIDE,1750074,Ethionamide,21603108,4127
J04AK01,PYRAZINAMIDE,1759455,Pyrazinamide,21603110,8987
J04AK02,ETHAMBUTOL,1749301,Ethambutol,21603111,4110
J04AM02,RIFAMPICIN AND ISONIAZID,1763204,Rifampin,21603116,9384
J04AM02,RIFAMPICIN AND ISONIAZID,1782521,isoniazid,21603116,6038
J04AM05,"RIFAMPICIN, PYRAZINAMIDE AND ISONIAZID",1759455,Pyrazinamide,21603119,8987
J04AM05,"RIFAMPICIN, PYRAZINAMIDE AND ISONIAZID",1763204,Rifampin,21603119,9384
J04AM05,"RIFAMPICIN, PYRAZINAMIDE AND ISONIAZID",1782521,isoniazid,21603119,6038
J04BA01,CLOFAZIMINE,1798476,Clofazimine,21603123,2592
J04BA02,DAPSONE,1711759,Dapsone,21603124,3108
J05AB01,ACICLOVIR,1703687,Acyclovir,21603131,281
J05AB03,VIDARABINE,908126,Vidarabine,21603133,11194
J05AB04,RIBAVIRIN,1380068,Interferon Alfa-2b,21603134,5880
J05AB04,RIBAVIRIN,1762711,Ribavirin,21603134,9344
J05AB06,GANCICLOVIR,1757803,Ganciclovir,21603135,4678
J05AB09,FAMCICLOVIR,1703603,famciclovir,21603136,68099
J05AB11,VALACICLOVIR,1717704,valacyclovir,21603137,73645
J05AB12,CIDOFOVIR,1745072,Cidofovir,21603138,83171
J05AB14,VALGANCICLOVIR,1703063,valganciclovir,21603140,275891
J05AE01,SAQUINAVIR,1746244,Saquinavir,21603149,83395
J05AE02,INDINAVIR,1711523,Indinavir,21603150,114289
J05AE03,RITONAVIR,1748921,Ritonavir,21603151,85762
J05AE04,NELFINAVIR,1715472,Nelfinavir,21603152,134527
J05AE05,AMPRENAVIR,1789428,Amprenavir,21603153,228656
J05AE05,AMPRENAVIR,19009540,Vitamin E,21603153,11256
J05AE06,LOPINAVIR,1738170,lopinavir,21603154,195088
J05AE06,LOPINAVIR,1748921,Ritonavir,21603154,85762
J05AE07,FOSAMPRENAVIR,1736829,fosamprenavir,21603155,358262
J05AE08,ATAZANAVIR,1727223,Atazanavir,21603156,343047
J05AE09,TIPRANAVIR,1736999,tipranavir,21603157,190548
J05AE10,DARUNAVIR,1756831,darunavir,21603158,460132
J05AF01,ZIDOVUDINE,1710612,Zidovudine,21603160,11413
J05AF02,DIDANOSINE,1724869,Didanosine,21603161,3364
J05AF03,ZALCITABINE,1724827,Zalcitabine,21603162,3363
J05AF04,STAVUDINE,1781406,Stavudine,21603163,59763
J05AF05,LAMIVUDINE,1704183,Lamivudine,21603164,68244
J05AF06,ABACAVIR,1736971,abacavir,21603165,190521
J05AF07,TENOFOVIR DISOPROXIL,1710281,tenofovir disoproxil,21603166,300195
J05AF08,ADEFOVIR DIPIVOXIL,1729323,adefovir,21603167,16521
J05AF09,EMTRICITABINE,1703069,emtricitabine,21603168,276237
J05AF10,ENTECAVIR,1711246,entecavir,21603169,306266
J05AF11,TELBIVUDINE,1758392,telbivudine,21603170,474128
J05AG01,NEVIRAPINE,1769389,Nevirapine,21603173,53654
J05AG03,EFAVIRENZ,1738135,efavirenz,21603175,195085
J05AG04,ETRAVIRINE,1758536,etravirine,21603176,475969
J05AH01,ZANAMIVIR,1708748,Zanamivir,21603178,69722
J05AH02,OSELTAMIVIR,1799139,Oseltamivir,21603179,260101
J05AR01,ZIDOVUDINE AND LAMIVUDINE,1704183,Lamivudine,21603181,68244
J05AR01,ZIDOVUDINE AND LAMIVUDINE,1710612,Zidovudine,21603181,11413
J05AR02,LAMIVUDINE AND ABACAVIR,1704183,Lamivudine,21603182,68244
J05AR02,LAMIVUDINE AND ABACAVIR,1736971,abacavir,21603182,190521
J05AR03,TENOFOVIR DISOPROXIL AND EMTRICITABINE,1703069,emtricitabine,21603183,276237
J05AR03,TENOFOVIR DISOPROXIL AND EMTRICITABINE,1710281,tenofovir disoproxil,21603183,300195
J05AR04,"ZIDOVUDINE, LAMIVUDINE AND ABACAVIR",1704183,Lamivudine,21603184,68244
J05AR04,"ZIDOVUDINE, LAMIVUDINE AND ABACAVIR",1710612,Zidovudine,21603184,11413
J05AR04,"ZIDOVUDINE, LAMIVUDINE AND ABACAVIR",1736971,abacavir,21603184,190521
J05AR06,"EMTRICITABINE,TENOFOVIR DISOPROXIL AND EFAVIRENZ",1703069,emtricitabine,21603186,276237
J05AR06,"EMTRICITABINE,TENOFOVIR DISOPROXIL AND EFAVIRENZ",1710281,tenofovir disoproxil,21603186,300195
J05AR06,"EMTRICITABINE,TENOFOVIR DISOPROXIL AND EFAVIRENZ",1738135,efavirenz,21603186,195085
J05AX07,ENFUVIRTIDE,1717002,enfuvirtide,21603193,139896
J05AX08,RALTEGRAVIR,1712889,Raltegravir,21603194,719872
J05AX09,MARAVIROC,1787101,maraviroc,21603195,620216
R01AX03,IPRATROPIUM BROMIDE,1112921,Ipratropium,21603199,7213
R01AX06,MUPIROCIN,951511,Mupirocin,21603201,42372
R01AX10,VARIOUS,967823,Sodium Chloride,21603205,9863
R01AX30,COMBINATIONS,929128,Propylene glycol,21603206,34693
R01AX30,COMBINATIONS,948515,Polyethylene Glycols,21603206,8516
R01BA01,PHENYLPROPANOLAMINE,1139993,Phenylpropanolamine,21603209,8175
R01BA02,PSEUDOEPHEDRINE,1154332,Pseudoephedrine,21603210,8896
R01BA03,PHENYLEPHRINE,1135766,Phenylephrine,21603211,8163
R01BA51,"PHENYLPROPANOLAMINE, COMBINATIONS",1130863,Brompheniramine,21603212,1767
R01BA51,"PHENYLPROPANOLAMINE, COMBINATIONS",1135766,Phenylephrine,21603212,8163
R01BA51,"PHENYLPROPANOLAMINE, COMBINATIONS",1139993,Phenylpropanolamine,21603212,8175
R01BA51,"PHENYLPROPANOLAMINE, COMBINATIONS",1192710,Chlorpheniramine,21603212,2400
R01BA52,"PSEUDOEPHEDRINE, COMBINATIONS",965748,Scopolamine,21603213,9601
R01BA52,"PSEUDOEPHEDRINE, COMBINATIONS",979096,Zinc Acetate,21603213,58295
R01BA52,"PSEUDOEPHEDRINE, COMBINATIONS",1103006,desloratadine,21603213,275635
R01BA52,"PSEUDOEPHEDRINE, COMBINATIONS",1105889,Triprolidine,21603213,10849
R01BA52,"PSEUDOEPHEDRINE, COMBINATIONS",1107830,Loratadine,21603213,28889
R01BA52,"PSEUDOEPHEDRINE, COMBINATIONS",1116109,Belladonna Alkaloids,21603213,1359
R01BA52,"PSEUDOEPHEDRINE, COMBINATIONS",1129625,Diphenhydramine,21603213,3498
R01BA52,"PSEUDOEPHEDRINE, COMBINATIONS",1130863,Brompheniramine,21603213,1767
R01BA52,"PSEUDOEPHEDRINE, COMBINATIONS",1133993,azatadine,21603213,18600
R01BA52,"PSEUDOEPHEDRINE, COMBINATIONS",1135766,Phenylephrine,21603213,8163
R01BA52,"PSEUDOEPHEDRINE, COMBINATIONS",1140123,acrivastine,21603213,19959
R01BA52,"PSEUDOEPHEDRINE, COMBINATIONS",1141018,carbinoxamine,21603213,20220
R01BA52,"PSEUDOEPHEDRINE, COMBINATIONS",1149196,Cetirizine,21603213,20610
R01BA52,"PSEUDOEPHEDRINE, COMBINATIONS",1153428,fexofenadine,21603213,87636
R01BA52,"PSEUDOEPHEDRINE, COMBINATIONS",1154332,Pseudoephedrine,21603213,8896
R01BA52,"PSEUDOEPHEDRINE, COMBINATIONS",1158632,Methscopolamine,21603213,89785
R01BA52,"PSEUDOEPHEDRINE, COMBINATIONS",1159811,Pyrilamine,21603213,9009
R01BA52,"PSEUDOEPHEDRINE, COMBINATIONS",1188052,dexbrompheniramine,21603213,22696
R01BA52,"PSEUDOEPHEDRINE, COMBINATIONS",1188114,dexchlorpheniramine,21603213,22697
R01BA52,"PSEUDOEPHEDRINE, COMBINATIONS",1192710,Chlorpheniramine,21603213,2400
R01BA53,"PHENYLEPHRINE, COMBINATIONS",933952,Pheniramine,21603214,8132
R01BA53,"PHENYLEPHRINE, COMBINATIONS",965748,Scopolamine,21603214,9601
R01BA53,"PHENYLEPHRINE, COMBINATIONS",979096,Zinc Acetate,21603214,58295
R01BA53,"PHENYLEPHRINE, COMBINATIONS",1105889,Triprolidine,21603214,10849
R01BA53,"PHENYLEPHRINE, COMBINATIONS",1119510,Dextromethorphan,21603214,3289
R01BA53,"PHENYLEPHRINE, COMBINATIONS",1123904,phenyltoloxamine,21603214,33408
R01BA53,"PHENYLEPHRINE, COMBINATIONS",1129625,Diphenhydramine,21603214,3498
R01BA53,"PHENYLEPHRINE, COMBINATIONS",1130863,Brompheniramine,21603214,1767
R01BA53,"PHENYLEPHRINE, COMBINATIONS",1135766,Phenylephrine,21603214,8163
R01BA53,"PHENYLEPHRINE, COMBINATIONS",1141018,carbinoxamine,21603214,20220
R01BA53,"PHENYLEPHRINE, COMBINATIONS",1153013,Promethazine,21603214,8745
R01BA53,"PHENYLEPHRINE, COMBINATIONS",1154332,Pseudoephedrine,21603214,8896
R01BA53,"PHENYLEPHRINE, COMBINATIONS",1158632,Methscopolamine,21603214,89785
R01BA53,"PHENYLEPHRINE, COMBINATIONS",1159811,Pyrilamine,21603214,9009
R01BA53,"PHENYLEPHRINE, COMBINATIONS",1163944,Guaifenesin,21603214,5032
R01BA53,"PHENYLEPHRINE, COMBINATIONS",1188052,dexbrompheniramine,21603214,22696
R01BA53,"PHENYLEPHRINE, COMBINATIONS",1188114,dexchlorpheniramine,21603214,22697
R01BA53,"PHENYLEPHRINE, COMBINATIONS",1192710,Chlorpheniramine,21603214,2400
R02AA06,CETYLPYRIDINIUM,917006,Benzocaine,21603222,1399
R02AA06,CETYLPYRIDINIUM,989301,Cetylpyridinium,21603222,2286
R02AA12,HEXYLRESORCINOL,969004,Hexylresorcinol,21603226,5321
R02AA19,PHENOL,923540,phenol,21603233,33290
R02AA20,VARIOUS,901656,Menthol,21603234,6750
R02AA20,VARIOUS,917006,Benzocaine,21603234,1399
R02AA20,VARIOUS,989301,Cetylpyridinium,21603234,2286
R02AA20,VARIOUS,19009686,methylbenzethonium,21603234,29829
R02AD,"ANESTHETICS, LOCAL",901656,Menthol,21603241,6750
R02AD,"ANESTHETICS, LOCAL",917006,Benzocaine,21603241,1399
R02AD01,BENZOCAINE,917006,Benzocaine,21603242,1399
R02AD01,BENZOCAINE,961145,Glycerin,21603242,4910
R02AD04,DYCLONINE,992308,dyclonine,21603245,23744
R03AA01,EPINEPHRINE,1300153,Racepinephrine,21603251,66887
R03AA01,EPINEPHRINE,1343916,Epinephrine,21603251,3992
R03AB02,ISOPRENALINE,1183554,Isoproterenol,21603253,6054
R03AB03,ORCIPRENALINE,1123995,Orciprenaline,21603254,7688
R03AC,SELECTIVE BETA-2-ADRENOCEPTOR AGONISTS,1111220,arformoterol,21603255,304962
R03AC,SELECTIVE BETA-2-ADRENOCEPTOR AGONISTS,1192218,Levalbuterol,21603255,237159
R03AC02,SALBUTAMOL,1154343,Albuterol,21603256,435
R03AC07,ISOETARINE,1181809,Isoetharine,21603261,6023
R03AC08,PIRBUTEROL,1125449,pirbuterol,21603262,33767
R03AC12,SALMETEROL,1137529,salmeterol,21603266,36117
R03AC13,FORMOTEROL,1196677,formoterol,21603267,25255
R03AC17,BITOLTEROL,1138050,bitolterol,21603271,19499
R03AK01,EPINEPHRINE & OTHER DRUGS FOR OBSTRUCT AIRWAY DIS,1300153,Racepinephrine,21603275,66887
R03AK04,SALBUTAMOL & OTHER DRUGS FOR OBSTRUCT AIRWAY DIS,1112921,Ipratropium,21603278,7213
R03AK04,SALBUTAMOL & OTHER DRUGS FOR OBSTRUCT AIRWAY DIS,1154343,Albuterol,21603278,435
R03AK06,SALMETEROL & OTHER DRUGS FOR OBSTRUCT AIRWAY DIS,1137529,salmeterol,21603280,36117
R03AK06,SALMETEROL & OTHER DRUGS FOR OBSTRUCT AIRWAY DIS,1149380,fluticasone,21603280,41126
R03AK07,FORMOTEROL & OTHER DRUGS FOR OBSTRUCT AIRWAY DIS,939259,Budesonide,21603281,19831
R03AK07,FORMOTEROL & OTHER DRUGS FOR OBSTRUCT AIRWAY DIS,1196677,formoterol,21603281,25255
R03BA01,BECLOMETASONE,1115572,Beclomethasone,21603284,1347
R03BA02,BUDESONIDE,939259,Budesonide,21603285,19831
R03BA03,FLUNISOLIDE,1196514,flunisolide,21603286,25120
R03BA05,FLUTICASONE,1149380,fluticasone,21603288,41126
